Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,13.3,10.4,64,WSW,11 6,19 10,1026.9,0.2,2023-10-13
6:00 am,13.3,10.2,67,SW,13 7,20 11,1026.7,0.2,2023-10-13
5:30 am,13.3,10.4,64,SW,11 6,20 11,1026.6,0.2,2023-10-13
5:00 am,13.4,10.0,60,SW,13 7,26 14,1026.9,0.2,2023-10-13
4:30 am,13.4,10.0,61,SW,13 7,20 11,1026.8,0.2,2023-10-13
4:00 am,13.2,9.7,59,SW,13 7,24 13,1026.7,0.2,2023-10-13
3:30 am,13.2,10.2,62,SSW,11 6,19 10,1026.6,0.2,2023-10-13
3:00 am,13.2,9.7,60,SW,13 7,22 12,1026.4,0.2,2023-10-13
2:30 am,13.2,10.6,63,SSW,9 5,19 10,1026.7,0.2,2023-10-13
2:00 am,13.3,10.1,65,SW,13 7,24 13,1026.8,0.2,2023-10-13
1:30 am,13.3,11.1,70,SW,9 5,19 10,1026.8,0.2,2023-10-13
1:00 am,13.4,10.1,62,SW,13 7,24 13,1027.2,0.2,2023-10-13
12:30 am,13.4,10.1,62,SW,13 7,20 11,1027.4,0.2,2023-10-13
12:00 am,13.4,10.3,66,SSW,13 7,24 13,1027.5,0.2,2023-10-13
11:30 pm,13.7,9.8,64,SW,17 9,28 15,1027.3,0.2,2023-10-12
11:00 pm,13.6,10.1,66,SW,15 8,28 15,1027.4,0.2,2023-10-12
10:30 pm,13.5,10.4,65,SSW,13 7,20 11,1027.2,0.2,2023-10-12
10:00 pm,13.8,10.8,66,SSW,13 7,22 12,1027.1,0.2,2023-10-12
9:30 pm,14.1,10.9,62,SSW,13 7,24 13,1026.8,0.2,2023-10-12
9:00 pm,14.2,11.3,59,SSW,11 6,17 9,1026.5,0.2,2023-10-12
8:30 pm,14.4,11.2,60,SSW,13 7,26 14,1026.2,0.2,2023-10-12
8:00 pm,14.7,11.0,58,SSW,15 8,28 15,1025.8,0.2,2023-10-12
7:30 pm,15.0,11.3,56,SSW,15 8,30 16,1025.5,0.2,2023-10-12
7:00 pm,15.7,11.6,54,SSW,17 9,30 16,1025.2,0.2,2023-10-12
6:30 pm,16.4,12.5,54,SW,17 9,26 14,1024.7,0.2,2023-10-12
6:00 pm,16.8,12.2,50,SW,20 11,35 19,1024.4,0.2,2023-10-12
5:30 pm,17.4,13.5,51,SW,17 9,35 19,1023.9,0.2,2023-10-12
5:00 pm,17.1,12.2,51,SW,22 12,35 19,1023.5,0.2,2023-10-12
4:30 pm,17.4,13.2,52,SSW,19 10,35 19,1023.2,0.2,2023-10-12
4:00 pm,17.4,12.6,51,SW,22 12,41 22,1023.1,0.2,2023-10-12
3:30 pm,17.6,12.6,48,SW,22 12,43 23,1022.9,0.2,2023-10-12
3:00 pm,17.7,12.9,50,WSW,22 12,37 20,1023.0,0.2,2023-10-12
2:30 pm,18.0,13.3,45,SW,20 11,37 20,1023.3,0.2,2023-10-12
2:00 pm,17.2,11.9,50,SW,24 13,41 22,1023.1,0.2,2023-10-12
1:30 pm,16.7,11.3,51,WSW,24 13,37 20,1023.0,0.2,2023-10-12
1:00 pm,17.6,13.0,54,WSW,22 12,43 23,1023.2,0.2,2023-10-12
12:30 pm,16.2,11.7,60,SW,22 12,39 21,1023.3,0.2,2023-10-12
12:00 pm,15.9,10.9,59,WSW,24 13,39 21,1023.1,0.2,2023-10-12
11:30 am,15.8,11.7,62,SW,20 11,37 20,1022.6,0.2,2023-10-12
11:00 am,15.6,10.5,59,SW,24 13,35 19,1022.5,0.2,2023-10-12
10:30 am,15.3,10.3,62,SW,24 13,43 23,1022.1,0.2,2023-10-12
10:00 am,14.1,10.1,78,W,22 12,35 19,1021.7,0.2,2023-10-12
9:30 am,13.2,8.5,77,WSW,24 13,35 19,1021.4,0.2,2023-10-12
9:18 am,13.0,8.2,75,W,24 13,41 22,1021.1,0.2,2023-10-12
9:00 am,11.7,9.2,79,SW,11 6,20 11,1021.0,1.2,2023-10-12
8:30 am,12.2,8.9,83,WSW,17 9,26 14,1020.6,1.2,2023-10-12
8:23 am,11.3,7.8,85,WSW,17 9,32 17,1020.5,1.2,2023-10-12
8:02 am,10.1,2.9,75,WSW,33 18,80 43,1020.6,0.0,2023-10-12
8:00 am,11.0,4.2,67,WSW,30 16,80 43,1020.5,0.0,2023-10-12
7:58 am,12.3,5.9,61,WSW,28 15,80 43,1020.4,0.0,2023-10-12
7:30 am,14.2,10.0,67,W,20 11,37 20,1019.5,0.0,2023-10-12
7:00 am,13.6,9.4,71,W,20 11,33 18,1019.2,0.0,2023-10-12
