Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
9:00 pm,15.7,13.5,66,S,11 6,20 11,1020.4,0.0,2024-11-13
8:30 pm,16.7,14.0,61,S,13 7,22 12,1020.0,0.0,2024-11-13
8:00 pm,17.9,15.4,59,S,13 7,24 13,1019.4,0.0,2024-11-13
7:30 pm,18.8,15.4,54,SW,17 9,26 14,1018.9,0.0,2024-11-13
7:00 pm,19.7,16.4,52,SW,17 9,30 16,1018.5,0.0,2024-11-13
6:30 pm,20.2,17.0,52,SW,17 9,33 18,1018.1,0.0,2024-11-13
6:00 pm,20.4,16.9,52,SW,19 10,32 17,1017.9,0.0,2024-11-13
5:30 pm,21.4,18.5,51,SW,17 9,28 15,1017.9,0.0,2024-11-13
5:00 pm,21.2,18.5,55,SW,17 9,32 17,1017.9,0.0,2024-11-13
4:30 pm,20.6,17.3,56,SSW,20 11,30 16,1017.9,0.0,2024-11-13
4:00 pm,20.8,17.7,56,SW,19 10,32 17,1017.9,0.0,2024-11-13
3:30 pm,21.4,18.5,56,SW,19 10,30 16,1017.9,0.0,2024-11-13
3:00 pm,21.0,18.2,59,WSW,19 10,30 16,1018.2,0.0,2024-11-13
2:30 pm,21.2,18.3,57,WSW,19 10,30 16,1018.3,0.0,2024-11-13
2:00 pm,21.2,18.5,55,SW,17 9,28 15,1018.4,0.0,2024-11-13
1:30 pm,21.3,18.1,52,WSW,19 10,30 16,1018.4,0.0,2024-11-13
1:00 pm,21.0,17.8,54,WSW,19 10,26 14,1018.4,0.0,2024-11-13
12:30 pm,20.4,17.4,54,SW,17 9,26 14,1018.6,0.0,2024-11-13
12:00 pm,19.9,16.3,55,WSW,20 11,32 17,1018.7,0.0,2024-11-13
11:30 am,20.0,17.2,57,SW,17 9,30 16,1018.9,0.0,2024-11-13
11:00 am,18.8,16.4,62,SW,15 8,26 14,1018.7,0.0,2024-11-13
10:30 am,18.1,15.3,65,SW,17 9,26 14,1018.8,0.0,2024-11-13
10:00 am,18.1,15.2,63,SW,17 9,24 13,1018.6,0.0,2024-11-13
9:30 am,17.3,14.6,64,SW,15 8,28 15,1018.5,0.0,2024-11-13
9:00 am,17.2,14.8,62,SSW,13 7,20 11,1018.4,–,2024-11-13
8:30 am,16.5,13.7,66,SW,15 8,24 13,1018.2,–,2024-11-13
8:00 am,18.0,15.6,59,S,13 7,22 12,1017.7,–,2024-11-13
7:30 am,16.8,14.6,61,S,11 6,19 10,1017.4,–,2024-11-13
7:00 am,15.9,12.6,60,SSW,15 8,24 13,1017.1,–,2024-11-13
6:30 am,15.4,12.7,65,SW,13 7,20 11,1016.9,–,2024-11-13
6:00 am,15.1,11.8,69,SW,17 9,26 14,1016.5,–,2024-11-13
5:30 am,15.6,12.6,66,SW,15 8,24 13,1016.3,–,2024-11-13
5:00 am,15.6,12.3,67,WSW,17 9,26 14,1016.0,–,2024-11-13
4:30 am,15.5,13.0,68,SW,13 7,24 13,1015.7,–,2024-11-13
4:00 am,15.5,14.1,67,SSW,7 4,15 8,1015.5,–,2024-11-13
3:30 am,15.4,13.5,65,SSW,9 5,13 7,1015.5,–,2024-11-13
3:00 am,15.7,13.3,63,SSW,11 6,20 11,1015.4,0.0,2024-11-13
2:30 am,15.8,12.1,60,SSW,17 9,32 17,1015.2,–,2024-11-13
2:00 am,15.7,13.3,69,SSW,13 7,22 12,1015.2,–,2024-11-13
1:30 am,15.9,13.2,69,SSW,15 8,30 16,1015.3,–,2024-11-13
1:00 am,16.1,13.8,69,SSW,13 7,26 14,1015.4,–,2024-11-13
12:30 am,16.2,12.9,71,SW,19 10,30 16,1015.5,–,2024-11-13
12:00 am,16.5,14.6,74,SW,13 7,26 14,1015.3,–,2024-11-13
11:30 pm,16.6,14.6,77,SW,15 8,28 15,1015.4,–,2024-11-12
11:00 pm,16.8,14.6,74,SSW,15 8,30 16,1015.2,–,2024-11-12
10:30 pm,16.8,14.0,77,SSW,19 10,37 20,1015.1,–,2024-11-12
10:23 pm,16.8,14.2,79,SW,19 10,28 15,1015.0,–,2024-11-12
10:02 pm,16.8,15.6,83,SSW,13 7,28 15,1014.6,–,2024-11-12
10:00 pm,16.7,15.4,83,SSW,13 7,26 14,1014.6,–,2024-11-12
9:30 pm,17.2,15.3,83,SW,17 9,24 13,1014.0,–,2024-11-12
9:00 pm,17.5,16.4,82,SW,13 7,22 12,1013.4,0.0,2024-11-12
8:30 pm,17.8,16.8,82,SW,13 7,20 11,1013.2,–,2024-11-12
8:00 pm,18.3,16.9,79,SSW,15 8,32 17,1013.0,–,2024-11-12
7:30 pm,19.0,17.7,77,SW,15 8,26 14,1012.6,–,2024-11-12
7:15 pm,19.3,17.8,77,SSW,17 9,28 15,1012.4,–,2024-11-12
7:00 pm,20.1,19.1,75,SSW,15 8,26 14,1012.2,–,2024-11-12
6:53 pm,19.9,18.7,78,SW,17 9,28 15,1012.2,–,2024-11-12
6:30 pm,20.8,19.3,71,SW,17 9,32 17,1011.8,–,2024-11-12
6:00 pm,21.4,19.7,70,SW,19 10,33 18,1011.4,–,2024-11-12
5:30 pm,20.9,18.9,69,SW,19 10,30 16,1011.1,–,2024-11-12
5:00 pm,23.4,21.8,59,SW,17 9,26 14,1010.7,–,2024-11-12
4:30 pm,24.4,23.1,55,SW,15 8,24 13,1010.6,–,2024-11-12
4:00 pm,25.7,23.9,50,SW,17 9,26 14,1010.6,–,2024-11-12
3:30 pm,25.9,24.6,54,WSW,17 9,26 14,1010.6,–,2024-11-12
3:00 pm,26.3,24.8,47,SW,15 8,22 12,1010.6,–,2024-11-12
2:30 pm,26.7,24.9,43,W,15 8,24 13,1010.6,–,2024-11-12
2:00 pm,27.1,26.5,46,WSW,11 6,19 10,1010.9,–,2024-11-12
1:30 pm,26.4,25.4,48,WSW,13 7,22 12,1011.2,–,2024-11-12
1:00 pm,26.3,25.1,53,W,17 9,24 13,1011.3,–,2024-11-12
12:30 pm,26.7,26.1,54,W,15 8,24 13,1011.2,–,2024-11-12
11:30 am,26.3,26.7,54,WNW,9 5,20 11,1011.6,0.0,2024-11-12
11:00 am,25.9,25.5,52,NW,11 6,20 11,1011.9,0.0,2024-11-12
10:30 am,24.4,24.5,58,NNW,9 5,19 10,1012.0,0.0,2024-11-12
10:00 am,24.6,24.7,61,NNW,11 6,20 11,1012.1,0.0,2024-11-12
9:30 am,23.4,22.7,61,NNW,13 7,19 10,1012.3,0.0,2024-11-12
9:00 am,22.8,22.4,62,N,11 6,17 9,1012.4,0.0,2024-11-12
8:30 am,22.3,22.2,63,N,9 5,17 9,1012.4,0.0,2024-11-12
8:00 am,20.9,21.0,64,NNW,6 3,9 5,1012.4,0.0,2024-11-12
7:30 am,19.9,20.6,66,N,2 1,9 5,1012.2,0.0,2024-11-12
7:00 am,18.9,18.2,69,NNE,9 5,15 8,1011.9,0.0,2024-11-12
