Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
1:00 am,28.1,22.6,17,E,19 10,30 16,1014.9,0.0,2024-11-22
12:30 am,28.2,22.4,16,E,20 11,28 15,1015.1,0.0,2024-11-22
12:00 am,28.4,22.8,17,E,20 11,28 15,1015.4,0.0,2024-11-22
11:30 pm,29.0,23.5,16,E,19 10,26 14,1015.5,0.0,2024-11-21
11:00 pm,29.0,23.8,15,E,17 9,26 14,1015.6,0.0,2024-11-21
10:30 pm,28.8,24.0,16,E,15 8,24 13,1015.6,0.0,2024-11-21
10:00 pm,29.0,24.7,16,E,13 7,19 10,1015.6,0.0,2024-11-21
9:30 pm,28.7,25.0,18,ESE,11 6,17 9,1015.6,0.0,2024-11-21
9:00 pm,27.7,25.1,22,ESE,7 4,11 6,1015.5,0.0,2024-11-21
8:30 pm,29.1,26.2,21,SE,9 5,17 9,1015.1,0.0,2024-11-21
8:00 pm,30.3,27.8,20,S,7 4,13 7,1014.8,0.0,2024-11-21
7:30 pm,32.4,29.3,16,S,9 5,15 8,1014.7,0.0,2024-11-21
7:00 pm,33.8,30.1,14,SW,11 6,17 9,1014.6,0.0,2024-11-21
