Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
2:30 am,16.6,15.3,62,N,6 3,11 6,1016.8,0.0,2025-01-03
2:00 am,17.3,15.3,57,ENE,9 5,15 8,1017.0,0.0,2025-01-03
1:30 am,18.2,16.6,54,ENE,7 4,15 8,1017.2,0.0,2025-01-03
1:00 am,19.4,17.1,51,ENE,11 6,20 11,1017.5,0.0,2025-01-03
12:30 am,19.9,17.2,49,ESE,13 7,20 11,1017.7,0.0,2025-01-03
12:00 am,16.0,15.7,61,CALM,0 0,0 0,1018.1,0.0,2025-01-03
11:30 pm,16.0,15.6,60,CALM,0 0,0 0,1018.3,0.0,2025-01-02
11:00 pm,17.6,17.0,57,SE,2 1,11 6,1018.4,0.0,2025-01-02
10:30 pm,17.0,15.9,57,SE,4 2,7 4,1018.6,0.0,2025-01-02
10:00 pm,17.6,16.0,56,SSE,7 4,11 6,1018.8,0.0,2025-01-02
9:30 pm,18.5,17.0,54,SSE,7 4,11 6,1018.7,0.0,2025-01-02
9:00 pm,19.2,17.5,54,SSE,9 5,17 9,1018.9,0.0,2025-01-02
8:30 pm,20.4,18.0,47,SSE,11 6,17 9,1018.8,0.0,2025-01-02
8:00 pm,22.2,19.7,41,SSE,11 6,19 10,1018.8,0.0,2025-01-02
7:30 pm,23.7,20.8,37,SSE,13 7,22 12,1018.5,0.0,2025-01-02
7:00 pm,25.2,22.2,33,SE,13 7,20 11,1018.3,0.0,2025-01-02
6:30 pm,25.9,22.5,28,SSE,13 7,20 11,1018.4,0.0,2025-01-02
6:00 pm,26.5,23.3,25,SSE,11 6,20 11,1018.3,0.0,2025-01-02
5:30 pm,26.4,22.9,26,SE,13 7,20 11,1018.3,0.0,2025-01-02
5:00 pm,26.9,23.1,26,SSE,15 8,24 13,1018.4,0.0,2025-01-02
4:30 pm,27.0,23.2,26,S,15 8,20 11,1018.6,0.0,2025-01-02
4:00 pm,27.6,24.4,27,SSE,13 7,19 10,1018.8,0.0,2025-01-02
3:30 pm,27.1,24.2,30,SE,13 7,24 13,1019.2,0.0,2025-01-02
3:00 pm,27.1,24.2,27,SE,11 6,20 11,1019.5,0.0,2025-01-02
2:30 pm,26.6,23.2,27,SE,13 7,20 11,1019.9,0.0,2025-01-02
2:00 pm,26.5,23.3,29,SSE,13 7,26 14,1020.2,0.0,2025-01-02
1:30 pm,25.5,23.1,31,S,9 5,17 9,1020.8,0.0,2025-01-02
1:00 pm,25.5,23.7,31,SSE,6 3,11 6,1021.2,0.0,2025-01-02
12:30 pm,24.9,22.8,35,SE,9 5,15 8,1021.6,0.0,2025-01-02
12:00 pm,23.8,21.9,39,N,9 5,15 8,1021.9,0.0,2025-01-02
11:30 am,22.9,21.5,41,SW,6 3,11 6,1022.3,0.0,2025-01-02
11:00 am,21.5,19.9,42,NW,6 3,11 6,1022.5,0.0,2025-01-02
10:30 am,21.1,19.2,42,SE,7 4,13 7,1022.5,0.0,2025-01-02
10:00 am,20.0,18.3,47,WNW,7 4,11 6,1022.5,0.0,2025-01-02
9:30 am,19.6,18.5,49,SSE,4 2,9 5,1022.6,0.0,2025-01-02
9:00 am,18.8,17.5,56,N,7 4,13 7,1022.6,0.0,2025-01-02
8:30 am,17.6,16.9,55,WSW,2 1,7 4,1022.6,0.0,2025-01-02
8:00 am,16.9,15.4,58,S,6 3,9 5,1022.6,0.0,2025-01-02
7:30 am,16.9,15.4,60,SE,7 4,13 7,1022.3,0.0,2025-01-02
7:00 am,15.4,13.6,67,SSE,9 5,13 7,1022.1,0.0,2025-01-02
6:30 am,14.5,13.0,71,SSE,7 4,11 6,1021.9,0.0,2025-01-02
6:00 am,14.9,13.5,70,SSE,7 4,11 6,1021.9,0.0,2025-01-02
5:30 am,15.5,13.7,68,SE,9 5,15 8,1021.5,0.0,2025-01-02
5:00 am,15.9,13.8,67,SSE,11 6,22 12,1021.3,0.0,2025-01-02
4:30 am,15.4,14.1,70,SSE,7 4,9 5,1020.9,0.0,2025-01-02
4:00 am,15.2,14.1,70,S,6 3,9 5,1020.7,0.0,2025-01-02
3:30 am,15.6,14.5,69,S,6 3,9 5,1020.8,0.0,2025-01-02
3:00 am,16.0,14.9,67,SSE,6 3,11 6,1020.9,0.0,2025-01-02
2:30 am,16.1,14.8,66,SSE,7 4,15 8,1020.8,0.0,2025-01-02
2:00 am,16.2,14.6,67,SSE,9 5,15 8,1020.8,0.0,2025-01-02
1:30 am,16.3,15.1,67,SSE,7 4,11 6,1020.9,0.0,2025-01-02
1:00 am,16.6,15.1,68,SSE,9 5,15 8,1020.9,0.0,2025-01-02
12:30 am,17.2,15.5,68,S,11 6,22 12,1021.0,0.0,2025-01-02
12:00 am,17.6,16.2,71,SSE,11 6,19 10,1020.9,0.0,2025-01-02
11:30 pm,18.1,16.4,70,SSE,13 7,24 13,1020.8,0.0,2025-01-01
11:00 pm,18.0,16.6,69,SSE,11 6,24 13,1020.8,0.0,2025-01-01
10:30 pm,18.2,15.6,67,S,17 9,28 15,1020.7,0.0,2025-01-01
10:00 pm,18.3,15.7,67,S,17 9,32 17,1020.6,0.0,2025-01-01
9:30 pm,18.0,16.0,66,S,13 7,24 13,1020.3,0.0,2025-01-01
9:00 pm,18.3,15.6,65,S,17 9,26 14,1019.9,0.0,2025-01-01
8:30 pm,19.1,17.1,61,SSE,13 7,26 14,1019.8,0.0,2025-01-01
8:00 pm,20.3,17.9,57,SSE,15 8,26 14,1019.7,0.0,2025-01-01
7:30 pm,21.9,19.6,52,SSE,15 8,24 13,1019.3,0.0,2025-01-01
7:00 pm,22.7,20.3,49,SE,15 8,28 15,1018.9,0.0,2025-01-01
6:30 pm,24.1,21.7,45,S,15 8,26 14,1018.5,0.0,2025-01-01
6:00 pm,25.2,22.0,42,S,19 10,30 16,1018.3,0.0,2025-01-01
5:30 pm,25.7,22.1,39,SSW,20 11,32 17,1018.2,0.0,2025-01-01
5:00 pm,27.0,24.1,37,SSW,17 9,28 15,1018.1,0.0,2025-01-01
4:30 pm,25.9,23.2,46,SW,20 11,32 17,1018.1,0.0,2025-01-01
4:00 pm,24.9,22.0,51,SW,22 12,37 20,1018.3,0.0,2025-01-01
3:30 pm,25.4,22.1,49,SW,24 13,41 22,1018.3,0.0,2025-01-01
3:00 pm,24.8,21.3,49,SW,24 13,37 20,1018.3,0.0,2025-01-01
2:30 pm,26.1,22.8,44,SW,22 12,35 19,1018.1,0.0,2025-01-01
2:00 pm,25.9,22.9,43,SW,20 11,33 18,1018.3,0.0,2025-01-01
1:30 pm,26.0,23.0,42,SW,19 10,33 18,1018.4,0.0,2025-01-01
1:00 pm,25.8,23.0,37,S,15 8,22 12,1018.7,0.0,2025-01-01
12:30 pm,25.3,22.7,36,S,13 7,20 11,1018.9,0.0,2025-01-01
12:00 pm,24.5,22.1,40,S,13 7,20 11,1019.1,0.0,2025-01-01
11:30 am,24.0,22.0,42,SSE,11 6,20 11,1019.1,0.0,2025-01-01
11:00 am,23.7,21.7,42,SE,11 6,20 11,1019.2,0.0,2025-01-01
10:30 am,23.1,20.8,45,SSE,13 7,19 10,1019.4,0.0,2025-01-01
10:00 am,22.1,20.8,50,S,9 5,20 11,1019.4,0.0,2025-01-01
9:30 am,20.8,19.2,55,SSW,11 6,17 9,1019.6,0.0,2025-01-01
9:00 am,19.7,17.6,58,S,13 7,20 11,1019.6,0.0,2025-01-01
8:30 am,19.3,18.2,63,S,9 5,19 10,1019.3,0.0,2025-01-01
8:00 am,17.9,17.2,69,S,7 4,13 7,1019.1,0.0,2025-01-01
7:30 am,16.8,15.6,72,SSW,9 5,13 7,1018.4,0.0,2025-01-01
7:00 am,15.7,15.0,78,SSW,7 4,11 6,1018.0,0.0,2025-01-01
6:30 am,14.4,13.6,81,SSW,6 3,9 5,1017.5,0.0,2025-01-01
6:00 am,14.9,13.7,81,SSW,9 5,11 6,1017.2,0.0,2025-01-01
5:30 am,14.8,13.6,81,SSW,9 5,11 6,1016.9,0.0,2025-01-01
5:00 am,15.1,14.3,80,S,7 4,11 6,1016.6,0.0,2025-01-01
4:30 am,15.7,14.9,77,SSE,7 4,11 6,1016.4,0.0,2025-01-01
4:00 am,15.2,14.3,78,SSE,7 4,9 5,1016.2,0.0,2025-01-01
3:30 am,15.4,15.1,78,S,4 2,9 5,1015.9,0.0,2025-01-01
3:00 am,16.1,15.6,77,S,6 3,9 5,1015.8,0.0,2025-01-01
2:30 am,16.6,16.0,75,S,7 4,11 6,1016.1,0.0,2025-01-01
2:00 am,16.9,15.9,74,S,9 5,17 9,1016.2,0.0,2025-01-01
1:30 am,17.2,16.6,73,SSE,7 4,11 6,1016.5,0.0,2025-01-01
1:00 am,17.6,16.2,71,SE,11 6,17 9,1016.7,0.0,2025-01-01
12:30 am,17.5,16.2,73,SSE,11 6,17 9,1016.7,0.0,2025-01-01
12:00 am,17.7,16.5,73,SE,11 6,22 12,1016.7,0.0,2025-01-01
11:30 pm,17.8,16.9,72,SSE,9 5,17 9,1016.7,0.0,2024-12-31
11:00 pm,18.2,17.0,71,SSE,11 6,17 9,1016.6,0.0,2024-12-31
10:30 pm,18.5,17.0,71,SSE,13 7,20 11,1016.5,0.0,2024-12-31
10:00 pm,19.3,18.3,68,SSE,11 6,19 10,1016.1,0.0,2024-12-31
9:30 pm,20.5,20.0,65,S,9 5,17 9,1015.7,0.0,2024-12-31
9:00 pm,21.9,21.1,61,S,11 6,19 10,1015.3,0.0,2024-12-31
8:30 pm,22.4,22.9,65,WSW,7 4,15 8,1015.1,0.0,2024-12-31
8:00 pm,23.9,22.9,51,WSW,11 6,15 8,1015.0,0.0,2024-12-31
7:30 pm,25.7,22.8,29,WSW,11 6,17 9,1015.0,0.0,2024-12-31
7:00 pm,25.3,22.0,30,SW,13 7,20 11,1014.9,0.0,2024-12-31
