Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
8:00 am,12.9,7.4,62,SW,24 13,43 23,1015.7,3.6,2025-10-02
7:30 am,12.1,7.5,68,SW,20 11,37 20,1015.0,3.6,2025-10-02
7:00 am,11.8,6.8,69,SW,22 12,37 20,1014.7,3.6,2025-10-02
6:30 am,11.5,5.7,71,SW,26 14,41 22,1014.1,3.6,2025-10-02
6:00 am,10.7,6.5,85,WSW,20 11,41 22,1013.7,3.6,2025-10-02
5:30 am,11.3,7.3,82,W,19 10,30 16,1012.8,2.8,2025-10-02
5:00 am,11.0,7.0,83,WSW,19 10,37 20,1012.7,2.8,2025-10-02
4:30 am,10.9,7.4,86,W,17 9,46 25,1012.3,2.8,2025-10-02
4:00 am,10.7,6.1,84,WSW,22 12,41 22,1012.3,2.8,2025-10-02
3:30 am,11.4,6.5,75,W,22 12,41 22,1011.8,2.6,2025-10-02
3:00 am,10.6,5.2,85,WSW,26 14,44 24,1011.8,2.6,2025-10-02
2:51 am,11.1,5.1,77,W,28 15,57 31,1011.8,2.4,2025-10-02
2:30 am,11.9,6.8,68,W,22 12,35 19,1011.6,2.4,2025-10-02
2:00 am,11.8,7.2,69,W,20 11,35 19,1011.9,2.4,2025-10-02
1:30 am,12.0,6.3,71,W,26 14,43 23,1011.8,2.4,2025-10-02
1:00 am,11.8,8.3,73,W,15 8,26 14,1012.1,2.4,2025-10-02
12:30 am,11.4,6.8,73,W,20 11,35 19,1012.2,2.4,2025-10-02
12:00 am,11.9,7.8,77,WSW,19 10,35 19,1012.2,2.4,2025-10-02
11:30 pm,12.1,8.5,78,W,17 9,24 13,1012.0,2.2,2025-10-01
11:00 pm,11.5,8.9,86,W,13 7,20 11,1012.2,2.2,2025-10-01
10:45 pm,10.9,7.9,89,WSW,15 8,24 13,1012.3,2.2,2025-10-01
10:30 pm,10.8,5.7,89,WSW,26 14,46 25,1012.3,2.2,2025-10-01
10:27 pm,11.0,5.8,86,WSW,26 14,46 25,1012.4,2.2,2025-10-01
10:00 pm,13.0,8.9,74,W,20 11,37 20,1012.2,2.2,2025-10-01
9:30 pm,13.0,9.1,74,W,19 10,35 19,1012.1,2.2,2025-10-01
9:00 pm,13.1,9.4,71,W,17 9,30 16,1012.0,2.2,2025-10-01
8:30 pm,12.9,9.3,73,W,17 9,26 14,1011.9,2.2,2025-10-01
8:00 pm,12.9,9.2,79,WSW,19 10,30 16,1011.6,2.2,2025-10-01
7:30 pm,12.5,10.4,91,W,13 7,22 12,1011.2,2.2,2025-10-01
7:19 pm,12.3,9.8,93,WSW,15 8,26 14,1011.1,2.2,2025-10-01
7:00 pm,11.9,8.7,95,WSW,19 10,32 17,1010.9,2.2,2025-10-01
6:40 pm,12.5,7.4,89,W,28 15,50 27,1010.8,1.0,2025-10-01
6:38 pm,13.2,8.4,83,W,26 14,50 27,1010.7,0.2,2025-10-01
6:30 pm,15.6,12.0,71,WNW,20 11,35 19,1009.8,0.0,2025-10-01
6:00 pm,15.8,12.0,68,NW,20 11,33 18,1009.9,0.0,2025-10-01
