Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 pm,29.4,28.5,41,NE,13 7,22 12,1015.2,0.0,2024-01-12
5:30 pm,29.9,29.3,42,NE,13 7,22 12,1015.3,0.0,2024-01-12
5:00 pm,29.5,27.9,41,NE,17 9,22 12,1015.7,0.0,2024-01-12
4:30 pm,29.7,29.2,43,ENE,13 7,20 11,1016.0,0.0,2024-01-12
4:00 pm,29.5,28.7,39,NNE,11 6,22 12,1016.6,0.0,2024-01-12
3:30 pm,29.0,28.1,42,NNE,13 7,22 12,1017.0,0.0,2024-01-12
3:00 pm,29.0,28.6,46,NE,13 7,19 10,1017.4,0.0,2024-01-12
2:30 pm,28.4,27.9,47,N,13 7,22 12,1017.7,0.0,2024-01-12
2:00 pm,28.1,28.2,49,N,11 6,15 8,1018.0,0.0,2024-01-12
1:30 pm,26.8,26.1,50,N,13 7,19 10,1018.5,0.0,2024-01-12
1:00 pm,26.3,25.9,54,N,13 7,20 11,1018.9,0.0,2024-01-12
12:30 pm,27.4,28.0,55,NE,11 6,19 10,1019.2,0.0,2024-01-12
12:00 pm,25.8,25.1,56,NE,15 8,19 10,1019.6,0.0,2024-01-12
11:30 am,26.1,26.2,59,NE,13 7,20 11,1019.8,0.0,2024-01-12
11:00 am,25.5,24.5,58,NE,17 9,26 14,1020.1,0.0,2024-01-12
10:30 am,25.0,24.7,59,NNE,13 7,19 10,1020.3,0.0,2024-01-12
10:00 am,23.8,23.9,60,NE,9 5,17 9,1020.5,0.0,2024-01-12
9:30 am,23.4,23.5,61,ENE,9 5,15 8,1021.0,0.0,2024-01-12
9:00 am,22.5,22.6,65,NE,9 5,15 8,1021.2,0.0,2024-01-12
8:30 am,22.8,23.0,69,ESE,11 6,17 9,1021.2,0.0,2024-01-12
8:00 am,22.4,22.9,74,E,11 6,15 8,1021.1,0.0,2024-01-12
7:30 am,20.5,22.9,81,CALM,0 0,2 1,1021.2,0.0,2024-01-12
7:00 am,19.8,21.1,87,ESE,7 4,9 5,1021.1,0.0,2024-01-12
6:48 am,19.0,19.7,89,ESE,9 5,15 8,1021.1,0.0,2024-01-12
6:30 am,19.2,20.6,91,SE,7 4,9 5,1021.0,0.0,2024-01-12
6:04 am,19.0,21.7,92,CALM,0 0,0 0,1020.8,0.0,2024-01-12
6:02 am,19.0,21.6,91,CALM,0 0,0 0,1020.8,0.0,2024-01-12
6:00 am,19.0,21.6,91,CALM,0 0,0 0,1020.7,0.0,2024-01-12
5:43 am,19.1,21.9,93,CALM,0 0,0 0,1020.8,0.0,2024-01-12
5:30 am,19.0,21.9,95,CALM,0 0,0 0,1020.7,0.0,2024-01-12
5:00 am,18.7,21.5,95,CALM,0 0,0 0,1020.8,0.0,2024-01-12
4:30 am,18.7,21.3,92,CALM,0 0,0 0,1020.6,0.0,2024-01-12
4:00 am,18.4,20.0,91,SSE,4 2,7 4,1020.5,0.0,2024-01-12
3:30 am,18.3,18.9,91,ESE,9 5,11 6,1020.6,0.0,2024-01-12
3:00 am,19.6,20.7,85,SE,7 4,11 6,1020.7,0.0,2024-01-12
2:30 am,19.9,21.0,84,SSE,7 4,9 5,1021.1,0.0,2024-01-12
2:00 am,20.0,20.8,84,ESE,9 5,11 6,1021.2,0.0,2024-01-12
1:30 am,20.2,20.9,82,E,9 5,11 6,1021.6,0.0,2024-01-12
1:11 am,20.3,20.9,81,E,9 5,11 6,1021.7,0.0,2024-01-12
1:00 am,20.3,21.5,81,NE,6 3,11 6,1021.7,0.0,2024-01-12
12:46 am,20.0,20.7,83,NE,9 5,11 6,1021.8,0.0,2024-01-12
12:30 am,19.6,19.7,82,SE,11 6,17 9,1021.6,0.0,2024-01-12
12:00 am,20.3,20.5,80,SE,11 6,17 9,1021.7,0.0,2024-01-12
11:31 pm,19.9,20.0,81,SE,11 6,17 9,1021.6,0.0,2024-01-11
11:30 pm,19.9,20.0,81,SE,11 6,17 9,1021.6,0.0,2024-01-11
11:00 pm,20.4,21.0,80,ESE,9 5,11 6,1021.8,0.0,2024-01-11
10:30 pm,20.4,20.2,80,ESE,13 7,20 11,1021.5,0.0,2024-01-11
10:00 pm,20.5,19.2,79,E,19 10,28 15,1021.4,0.0,2024-01-11
9:30 pm,20.6,19.4,80,ESE,19 10,32 17,1021.0,0.0,2024-01-11
9:00 pm,20.9,19.7,79,ESE,19 10,28 15,1020.5,0.0,2024-01-11
8:38 pm,21.0,19.4,80,E,22 12,32 17,1020.3,0.0,2024-01-11
8:30 pm,21.0,19.9,79,E,19 10,32 17,1020.1,0.0,2024-01-11
8:00 pm,21.5,20.4,77,ESE,19 10,32 17,1019.7,0.0,2024-01-11
7:30 pm,22.8,20.5,72,E,26 14,41 22,1019.3,0.0,2024-01-11
7:00 pm,24.2,21.6,68,E,28 15,39 21,1018.9,0.0,2024-01-11
6:30 pm,25.3,22.1,64,E,32 17,37 20,1018.4,0.0,2024-01-11
6:00 pm,26.3,24.5,63,ENE,26 14,32 17,1018.2,0.0,2024-01-11
5:30 pm,26.7,25.5,64,ENE,24 13,33 18,1018.0,0.0,2024-01-11
5:00 pm,27.0,24.8,60,E,28 15,33 18,1017.9,0.0,2024-01-11
4:30 pm,27.3,25.3,61,ENE,28 15,35 19,1018.0,0.0,2024-01-11
4:00 pm,27.7,25.9,58,ENE,26 14,37 20,1018.3,0.0,2024-01-11
3:30 pm,27.7,25.9,61,E,28 15,33 18,1018.5,0.0,2024-01-11
3:00 pm,27.3,25.2,56,ENE,26 14,33 18,1018.6,0.0,2024-01-11
2:30 pm,27.2,25.7,62,ENE,26 14,35 19,1018.7,0.0,2024-01-11
2:00 pm,28.9,28.6,60,NE,22 12,30 16,1018.7,0.0,2024-01-11
1:30 pm,27.2,26.5,58,E,19 10,28 15,1018.8,0.0,2024-01-11
1:00 pm,27.0,26.5,60,NE,19 10,28 15,1018.9,0.0,2024-01-11
12:30 pm,27.1,27.6,59,NE,13 7,22 12,1019.1,0.0,2024-01-11
12:00 pm,27.0,27.2,63,NE,17 9,26 14,1019.3,0.0,2024-01-11
11:30 am,26.1,25.5,63,ENE,19 10,28 15,1019.2,0.0,2024-01-11
11:00 am,25.4,24.0,67,NE,24 13,32 17,1019.2,0.0,2024-01-11
10:30 am,25.4,24.8,67,NE,20 11,26 14,1019.2,0.0,2024-01-11
10:00 am,24.6,24.7,68,NE,15 8,20 11,1019.1,0.0,2024-01-11
9:52 am,24.8,25.1,69,NE,15 8,20 11,1019.0,0.0,2024-01-11
9:33 am,24.3,24.2,71,NE,17 9,20 11,1018.8,0.0,2024-01-11
9:30 am,24.0,24.0,70,NE,15 8,20 11,1018.8,0.0,2024-01-11
9:00 am,23.4,23.8,72,NNE,13 7,19 10,1018.8,0.0,2024-01-11
8:30 am,23.3,24.7,75,SSE,9 5,13 7,1018.4,0.0,2024-01-11
8:00 am,21.8,23.3,79,SE,7 4,11 6,1018.2,0.0,2024-01-11
7:30 am,20.5,21.6,86,SSE,9 5,11 6,1017.7,0.0,2024-01-11
